ano,senioridade,contrato,cargo,salario,moeda,usd,residencia,modelo_trabalho,localizacao_empresa,tamanho_empresa,residencia_iso3
2025,Pleno,Tempo Integral,Engineer,346000,USD,346000,US,Remoto,US,Média,USA
2025,Pleno,Tempo Integral,Engineer,465000,USD,465000,US,Presencial,US,Média,USA
2025,Pleno,Tempo Integral,Engineer,346000,USD,346000,US,Presencial,US,Média,USA
2025,Pleno,Tempo Integral,Engineer,465000,USD,465000,US,Presencial,US,Média,USA
2025,Pleno,Tempo Integral,Engineer,346000,USD,346000,US,Presencial,US,Média,USA
2025,Sênior,Tempo Integral,Engineer,190000,USD,190000,US,Remoto,US,Média,USA
2025,Sênior,Tempo Integral,Engineer,180000,USD,180000,US,Remoto,US,Média,USA
2025,Sênior,Tempo Integral,Data Infrastructure Engineer,275000,USD,275000,US,Presencial,US,Média,USA
2025,Sênior,Tempo Integral,Data Infrastructure Engineer,150000,USD,150000,US,Presencial,US,Média,USA
2025,Sênior,Tempo Integral,Lead Engineer,273000,USD,273000,US,Presencial,US,Média,USA
2025,Sênior,Tempo Integral,Lead Engineer,180000,USD,180000,US,Presencial,US,Média,USA
2025,Sênior,Tempo Integral,Engineer,465000,USD,465000,US,Presencial,US,Média,USA
2025,Sênior,Tempo Integral,Engineer,308000,USD,308000,US,Presencial,US,Média,USA
2025,Sênior,Tempo Integral,Engineer,465000,USD,465000,US,Remoto,US,Média,USA
2025,Sênior,Tempo Integral,Engineer,308000,USD,308000,US,Remoto,US,Média,USA
2025,Sênior,Tempo Integral,Engineer,465000,USD,465000,US,Presencial,US,Média,USA
2025,Sênior,Tempo Integral,Engineer,308000,USD,308000,US,Presencial,US,Média,USA
2025,Sênior,Tempo Integral,Architect,280000,USD,280000,US,Presencial,US,Média,USA
2025,Sênior,Tempo Integral,Architect,80000,USD,80000,US,Presencial,US,Média,USA
2025,Junior,Tempo Integral,Analyst,154000,USD,154000,US,Presencial,US,Média,USA
2025,Junior,Tempo Integral,Analyst,44000,USD,44000,US,Presencial,US,Média,USA
2025,Sênior,Tempo Integral,Consultant,120000,USD,120000,US,Remoto,US,Média,USA
2025,Sênior,Tempo Integral,Consultant,80000,USD,80000,US,Remoto,US,Média,USA
2025,Sênior,Tempo Integral,Software Engineer,230000,USD,230000,US,Presencial,US,Média,USA
2025,Sênior,Tempo Integral,Software Engineer,170400,USD,170400,US,Presencial,US,Média,USA
2025,Sênior,Tempo Integral,Software Engineer,230000,USD,230000,US,Presencial,US,Média,USA
2025,Sênior,Tempo Integral,Software Engineer,170400,USD,170400,US,Presencial,US,Média,USA
2025,Pleno,Tempo Integral,Data Platform Engineer,196600,USD,196600,US,Remoto,US,Média,USA
2025,Pleno,Tempo Integral,Data Platform Engineer,142000,USD,142000,US,Remoto,US,Média,USA
2025,Sênior,Tempo Integral,DevOps Engineer,148000,CAD,105714,US,Presencial,US,Média,USA
2025,Sênior,Tempo Integral,DevOps Engineer,118400,CAD,84571,US,Presencial,US,Média,USA
2025,Pleno,Tempo Integral,Manager,144650,USD,144650,US,Remoto,US,Média,USA
2025,Pleno,Tempo Integral,Manager,109600,USD,109600,US,Remoto,US,Média,USA
2025,Sênior,Tempo Integral,Software Engineer,130000,USD,130000,US,Presencial,US,Média,USA
2025,Sênior,Tempo Integral,Software Engineer,85000,USD,85000,US,Presencial,US,Média,USA
2025,Sênior,Tempo Integral,Software Engineer,350000,USD,350000,US,Presencial,US,Média,USA
2025,Sênior,Tempo Integral,Software Engineer,235000,USD,235000,US,Presencial,US,Média,USA
2025,Sênior,Tempo Integral,Software Development Engineer,206000,USD,206000,US,Presencial,US,Média,USA
2025,Sênior,Tempo Integral,Software Development Engineer,138000,USD,138000,US,Presencial,US,Média,USA
2025,Sênior,Tempo Integral,Engineer,234400,USD,234400,US,Presencial,US,Média,USA
2025,Sênior,Tempo Integral,Engineer,170700,USD,170700,US,Presencial,US,Média,USA
2025,Sênior,Tempo Integral,Software Engineer,175000,USD,175000,US,Remoto,US,Média,USA
2025,Sênior,Tempo Integral,Software Engineer,160000,USD,160000,US,Remoto,US,Média,USA
2025,Pleno,Tempo Integral,Product Manager,197760,USD,197760,US,Presencial,US,Média,USA
2025,Pleno,Tempo Integral,Product Manager,164800,USD,164800,US,Presencial,US,Média,USA
2025,Sênior,Tempo Integral,Engineer,183000,USD,183000,US,Presencial,US,Média,USA
2025,Sênior,Tempo Integral,Engineer,122000,USD,122000,US,Presencial,US,Média,USA
2025,Sênior,Tempo Integral,Engineer,305000,USD,305000,US,Remoto,US,Média,USA
2025,Sênior,Tempo Integral,Engineer,140700,USD,140700,US,Remoto,US,Média,USA
2025,Sênior,Tempo Integral,Software Development Engineer,52800,EUR,55578,LV,Presencial,LV,Média,LVA
2025,Sênior,Tempo Integral,Software Development Engineer,35196,EUR,37048,LV,Presencial,LV,Média,LVA
2025,Sênior,Tempo Integral,Business Analyst,145000,USD,145000,US,Presencial,US,Média,USA
2025,Sênior,Tempo Integral,Business Analyst,110000,USD,110000,US,Presencial,US,Média,USA
2025,Sênior,Tempo Integral,Business Analyst,145000,USD,145000,US,Presencial,US,Média,USA
2025,Sênior,Tempo Integral,Business Analyst,110000,USD,110000,US,Presencial,US,Média,USA
2025,Sênior,Tempo Integral,Business Analyst,145000,USD,145000,US,Presencial,US,Média,USA
2025,Sênior,Tempo Integral,Business Analyst,110000,USD,110000,US,Presencial,US,Média,USA
2025,Sênior,Tempo Integral,Software Engineer,250000,USD,250000,US,Presencial,US,Média,USA
2025,Sênior,Tempo Integral,Software Engineer,205000,USD,205000,US,Presencial,US,Média,USA
2025,Sênior,Tempo Integral,Platform Engineer,205500,USD,205500,US,Presencial,US,Média,USA
2025,Sênior,Tempo Integral,Platform Engineer,123300,USD,123300,US,Presencial,US,Média,USA
2025,Pleno,Tempo Integral,Manager,217000,USD,217000,US,Presencial,US,Média,USA
2025,Pleno,Tempo Integral,Manager,145000,USD,145000,US,Presencial,US,Média,USA
2025,Sênior,Tempo Integral,Manager,264000,USD,264000,US,Presencial,US,Média,USA
2025,Sênior,Tempo Integral,Manager,176000,USD,176000,US,Presencial,US,Média,USA
2025,Sênior,Tempo Integral,Analyst,144900,USD,144900,US,Presencial,US,Média,USA
2025,Sênior,Tempo Integral,Analyst,115900,USD,115900,US,Presencial,US,Média,USA
2025,Sênior,Tempo Integral,Solutions Architect,300800,USD,300800,US,Presencial,US,Média,USA
2025,Sênior,Tempo Integral,Solutions Architect,196200,USD,196200,US,Presencial,US,Média,USA
2025,Pleno,Tempo Integral,Engineer,102000,USD,102000,US,Remoto,US,Média,USA
2025,Pleno,Tempo Integral,Engineer,85000,USD,85000,US,Remoto,US,Média,USA
2025,Sênior,Tempo Integral,Member of Technical Staff,158200,USD,158200,US,Presencial,US,Média,USA
2025,Sênior,Tempo Integral,Member of Technical Staff,73700,USD,73700,US,Presencial,US,Média,USA
2025,Pleno,Tempo Integral,Software Developer,112759,USD,112759,US,Presencial,US,Média,USA
2025,Pleno,Tempo Integral,Software Developer,112759,USD,112759,US,Presencial,US,Média,USA
2025,Sênior,Tempo Integral,Engineer,185000,USD,185000,US,Remoto,US,Média,USA
2025,Sênior,Tempo Integral,Engineer,165000,USD,165000,US,Remoto,US,Média,USA
2025,Pleno,Tempo Integral,Product Manager,375000,USD,375000,US,Presencial,US,Média,USA
2025,Pleno,Tempo Integral,Product Manager,275000,USD,275000,US,Presencial,US,Média,USA
2025,Pleno,Tempo Integral,Manager,240000,USD,240000,US,Presencial,US,Média,USA
2025,Pleno,Tempo Integral,Manager,200000,USD,200000,US,Presencial,US,Média,USA
2025,Pleno,Tempo Integral,Manager,405000,USD,405000,US,Presencial,US,Média,USA
2025,Pleno,Tempo Integral,Manager,405000,USD,405000,US,Presencial,US,Média,USA
2025,Sênior,Tempo Integral,Software Engineer,250000,USD,250000,US,Presencial,US,Média,USA
2025,Sênior,Tempo Integral,Software Engineer,140000,USD,140000,US,Presencial,US,Média,USA
2025,Sênior,Tempo Integral,Research Scientist,264200,USD,264200,US,Presencial,US,Média,USA
2025,Sênior,Tempo Integral,Research Scientist,143100,USD,143100,US,Presencial,US,Média,USA
2025,Pleno,Tempo Integral,Research Scientist,300000,USD,300000,US,Presencial,US,Média,USA
2025,Pleno,Tempo Integral,Research Scientist,200000,USD,200000,US,Presencial,US,Média,USA
2025,Sênior,Tempo Integral,Research Engineer,300000,USD,300000,US,Presencial,US,Média,USA
2025,Sênior,Tempo Integral,Research Engineer,200000,USD,200000,US,Presencial,US,Média,USA
2025,Sênior,Tempo Integral,Data Specialist,62000,EUR,65263,DE,Presencial,DE,Média,DEU
2025,Sênior,Tempo Integral,Data Specialist,58000,EUR,61052,DE,Presencial,DE,Média,DEU
2025,Pleno,Tempo Integral,Applied Scientist,208800,USD,208800,US,Presencial,US,Média,USA
2025,Pleno,Tempo Integral,Applied Scientist,98300,USD,98300,US,Presencial,US,Média,USA
2025,Pleno,Tempo Integral,Manager,238400,USD,238400,US,Presencial,US,Média,USA
2025,Pleno,Tempo Integral,Manager,116000,USD,116000,US,Presencial,US,Média,USA
2025,Sênior,Tempo Integral,Data Governance,135096,USD,135096,US,Presencial,US,Média,USA
2025,Sênior,Tempo Integral,Data Governance,90064,USD,90064,US,Presencial,US,Média,USA
2025,Sênior,Tempo Integral,Software Engineer,250000,USD,250000,US,Presencial,US,Média,USA
2025,Sênior,Tempo Integral,Software Engineer,180000,USD,180000,US,Presencial,US,Média,USA
2025,Sênior,Tempo Integral,Machine Learning Architect,166000,USD,166000,US,Presencial,US,Média,USA
2025,Sênior,Tempo Integral,Machine Learning Architect,114000,USD,114000,US,Presencial,US,Média,USA
2025,Sênior,Tempo Integral,Software Engineer,293000,USD,293000,US,Presencial,US,Média,USA
2025,Sênior,Tempo Integral,Software Engineer,213000,USD,213000,US,Presencial,US,Média,USA
2025,Sênior,Tempo Integral,Machine Learning Engineer,204500,USD,204500,US,Presencial,US,Média,USA
2025,Sênior,Tempo Integral,Machine Learning Engineer,126000,USD,126000,US,Presencial,US,Média,USA
2025,Sênior,Tempo Integral,Machine Learning Engineer,294000,USD,294000,US,Presencial,US,Média,USA
2025,Sênior,Tempo Integral,Machine Learning Engineer,137600,USD,137600,US,Presencial,US,Média,USA
2025,Junior,Tempo Integral,Data Analyst,101000,USD,101000,US,Presencial,US,Média,USA
2025,Junior,Tempo Integral,Data Analyst,86000,USD,86000,US,Presencial,US,Média,USA
2025,Pleno,Tempo Integral,Research Scientist,340100,USD,340100,US,Presencial,US,Média,USA
2025,Pleno,Tempo Integral,Research Scientist,199500,USD,199500,US,Presencial,US,Média,USA
2025,Sênior,Tempo Integral,Data Engineer,355000,USD,355000,US,Presencial,US,Média,USA
2025,Sênior,Tempo Integral,Data Engineer,194000,USD,194000,US,Presencial,US,Média,USA
2025,Sênior,Tempo Integral,Data Engineer,132000,USD,132000,US,Presencial,US,Média,USA
2025,Sênior,Tempo Integral,Data Engineer,88000,USD,88000,US,Presencial,US,Média,USA
2025,Sênior,Tempo Integral,Data Engineer,209900,USD,209900,US,Presencial,US,Média,USA
2025,Sênior,Tempo Integral,Data Engineer,139900,USD,139900,US,Presencial,US,Média,USA
2025,Pleno,Tempo Integral,Data Engineer,45000,GBP,56962,GB,Presencial,GB,Média,GBR
2025,Pleno,Tempo Integral,Data Engineer,45000,GBP,56962,GB,Presencial,GB,Média,GBR
2025,Sênior,Tempo Integral,Research Engineer,250000,USD,250000,US,Presencial,US,Média,USA
2025,Sênior,Tempo Integral,Research Engineer,180000,USD,180000,US,Presencial,US,Média,USA
2025,Pleno,Tempo Integral,Data Scientist,118507,USD,118507,US,Presencial,US,Média,USA
2025,Pleno,Tempo Integral,Data Scientist,84648,USD,84648,US,Presencial,US,Média,USA
2025,Sênior,Tempo Integral,Manager,162073,USD,162073,US,Presencial,US,Média,USA
2025,Sênior,Tempo Integral,Manager,115766,USD,115766,US,Presencial,US,Média,USA
2025,Pleno,Tempo Integral,Data Visualization Specialist,77000,USD,77000,US,Presencial,US,Média,USA
2025,Pleno,Tempo Integral,Data Visualization Specialist,62750,USD,62750,US,Presencial,US,Média,USA
2025,Sênior,Tempo Integral,Product Designer,294000,USD,294000,US,Presencial,US,Média,USA
2025,Sênior,Tempo Integral,Product Designer,137600,USD,137600,US,Presencial,US,Média,USA
2025,Sênior,Tempo Integral,Research Engineer,250000,USD,250000,US,Presencial,US,Média,USA
2025,Sênior,Tempo Integral,Research Engineer,175000,USD,175000,US,Presencial,US,Média,USA
2025,Sênior,Tempo Integral,Research Engineer,250000,USD,250000,US,Presencial,US,Média,USA
2025,Sênior,Tempo Integral,Research Engineer,180000,USD,180000,US,Presencial,US,Média,USA
2025,Sênior,Tempo Integral,Research Scientist,173000,USD,173000,US,Presencial,US,Média,USA
2025,Sênior,Tempo Integral,Research Scientist,112500,USD,112500,US,Presencial,US,Média,USA
2025,Pleno,Tempo Integral,Engineer,248700,USD,248700,US,Presencial,US,Média,USA
2025,Pleno,Tempo Integral,Engineer,165500,USD,165500,US,Presencial,US,Média,USA
2025,Sênior,Tempo Integral,BI Developer,120000,USD,120000,US,Presencial,US,Média,USA
2025,Sênior,Tempo Integral,BI Developer,108000,USD,108000,US,Presencial,US,Média,USA
2025,Pleno,Tempo Integral,Data Engineer,166000,USD,166000,US,Presencial,US,Média,USA
2025,Pleno,Tempo Integral,Data Engineer,104000,USD,104000,US,Presencial,US,Média,USA
2025,Junior,Tempo Integral,Data Engineer,120000,USD,120000,US,Presencial,US,Média,USA
2025,Junior,Tempo Integral,Data Engineer,80000,USD,80000,US,Presencial,US,Média,USA
2025,Pleno,Tempo Integral,Analytics Engineer,121821,USD,121821,US,Presencial,US,Média,USA
2025,Pleno,Tempo Integral,Analytics Engineer,110747,USD,110747,US,Presencial,US,Média,USA
2025,Sênior,Tempo Integral,Data Analyst,97600,USD,97600,US,Presencial,US,Média,USA
2025,Sênior,Tempo Integral,Data Analyst,55800,USD,55800,US,Presencial,US,Média,USA
2025,Sênior,Tempo Integral,Associate,135000,USD,135000,US,Presencial,US,Média,USA
2025,Sênior,Tempo Integral,Associate,91000,USD,91000,US,Presencial,US,Média,USA
2025,Sênior,Tempo Integral,Data Modeler,237900,USD,237900,US,Presencial,US,Média,USA
2025,Sênior,Tempo Integral,Data Modeler,142700,USD,142700,US,Presencial,US,Média,USA
2025,Junior,Contrato,Analyst,65000,GBP,82278,GB,Presencial,GB,Média,GBR
2025,Junior,Contrato,Analyst,65000,GBP,82278,GB,Presencial,GB,Média,GBR
2025,Pleno,Tempo Integral,Associate,85000,USD,85000,US,Presencial,US,Média,USA
2025,Pleno,Tempo Integral,Associate,85000,USD,85000,US,Presencial,US,Média,USA
2025,Junior,Tempo Integral,Data Analyst,110000,USD,110000,US,Presencial,US,Média,USA
2025,Junior,Tempo Integral,Data Analyst,88000,USD,88000,US,Presencial,US,Média,USA
2025,Sênior,Tempo Integral,Business Analyst,155000,USD,155000,US,Remoto,US,Média,USA
2025,Sênior,Tempo Integral,Business Analyst,120000,USD,120000,US,Remoto,US,Média,USA
2025,Sênior,Tempo Integral,Data Engineer,246400,USD,246400,US,Presencial,US,Média,USA
2025,Sênior,Tempo Integral,Data Engineer,159800,USD,159800,US,Presencial,US,Média,USA
2025,Pleno,Tempo Integral,Data Engineer,162500,USD,162500,US,Presencial,US,Média,USA
2025,Pleno,Tempo Integral,Data Engineer,95000,USD,95000,US,Presencial,US,Média,USA
2025,Sênior,Tempo Integral,Machine Learning Engineer,180000,USD,180000,US,Remoto,US,Média,USA
2025,Sênior,Tempo Integral,Machine Learning Engineer,140000,USD,140000,US,Remoto,US,Média,USA
2025,Sênior,Tempo Integral,Data Scientist,160000,USD,160000,US,Presencial,US,Média,USA
2025,Sênior,Tempo Integral,Data Scientist,120000,USD,120000,US,Presencial,US,Média,USA
2025,Executivo,Tempo Integral,Developer,185000,USD,185000,US,Presencial,US,Média,USA
2025,Executivo,Tempo Integral,Developer,140000,USD,140000,US,Presencial,US,Média,USA
2025,Sênior,Tempo Integral,Architect,237500,USD,237500,US,Presencial,US,Média,USA
2025,Sênior,Tempo Integral,Architect,157500,USD,157500,US,Presencial,US,Média,USA
2025,Junior,Tempo Integral,Analyst,96350,USD,96350,US,Presencial,US,Média,USA
2025,Junior,Tempo Integral,Analyst,69050,USD,69050,US,Presencial,US,Média,USA
2025,Sênior,Tempo Integral,Analyst,130920,USD,130920,US,Presencial,US,Média,USA
2025,Sênior,Tempo Integral,Analyst,87280,USD,87280,US,Presencial,US,Média,USA
2025,Pleno,Tempo Integral,Data Scientist,176000,USD,176000,US,Presencial,US,Média,USA
2025,Pleno,Tempo Integral,Data Scientist,72700,USD,72700,US,Presencial,US,Média,USA
2025,Sênior,Tempo Integral,Data Scientist,121400,USD,121400,US,Remoto,US,Média,USA
2025,Sênior,Tempo Integral,Data Scientist,89000,USD,89000,US,Remoto,US,Média,USA
2025,Pleno,Tempo Integral,Data Analyst,80740,USD,80740,US,Presencial,US,Média,USA
2025,Pleno,Tempo Integral,Data Analyst,73100,USD,73100,US,Presencial,US,Média,USA
2025,Pleno,Tempo Integral,Engineer,168700,USD,168700,US,Presencial,US,Média,USA
2025,Pleno,Tempo Integral,Engineer,83300,USD,83300,US,Presencial,US,Média,USA
2025,Pleno,Tempo Integral,Data Analyst,80500,USD,80500,US,Presencial,US,Média,USA
2025,Pleno,Tempo Integral,Data Analyst,60400,USD,60400,US,Presencial,US,Média,USA
2025,Junior,Tempo Integral,Engineer,74000,USD,74000,US,Presencial,US,Média,USA
2025,Junior,Tempo Integral,Engineer,68000,USD,68000,US,Presencial,US,Média,USA
2025,Sênior,Tempo Integral,Data Analyst,120000,USD,120000,US,Presencial,US,Média,USA
2025,Sênior,Tempo Integral,Data Analyst,95000,USD,95000,US,Presencial,US,Média,USA
2025,Sênior,Tempo Integral,Data Engineer,147000,USD,147000,US,Remoto,US,Média,USA
2025,Sênior,Tempo Integral,Data Engineer,106900,USD,106900,US,Remoto,US,Média,USA
2025,Junior,Tempo Integral,Data and Reporting Analyst,82900,USD,82900,US,Remoto,US,Média,USA
2025,Junior,Tempo Integral,Data and Reporting Analyst,60800,USD,60800,US,Remoto,US,Média,USA
2025,Pleno,Tempo Integral,Business Intelligence Analyst,150500,USD,150500,US,Presencial,US,Média,USA
2025,Pleno,Tempo Integral,Business Intelligence Analyst,73300,USD,73300,US,Presencial,US,Média,USA
2025,Pleno,Tempo Integral,Engineer,165143,USD,165143,US,Presencial,US,Média,USA
2025,Pleno,Tempo Integral,Engineer,115143,USD,115143,US,Presencial,US,Média,USA
2025,Executivo,Tempo Integral,Product Manager,188640,USD,188640,US,Presencial,US,Média,USA
2025,Executivo,Tempo Integral,Product Manager,125760,USD,125760,US,Presencial,US,Média,USA
2025,Pleno,Tempo Integral,Manager,158250,USD,158250,US,Presencial,US,Média,USA
2025,Pleno,Tempo Integral,Manager,104800,USD,104800,US,Presencial,US,Média,USA
2025,Pleno,Tempo Integral,Data Engineer,188640,USD,188640,US,Presencial,US,Média,USA
2025,Pleno,Tempo Integral,Data Engineer,125760,USD,125760,US,Presencial,US,Média,USA
2025,Junior,Tempo Integral,Data Specialist,53100,USD,53100,US,Presencial,US,Média,USA
2025,Junior,Tempo Integral,Data Specialist,31900,USD,31900,US,Presencial,US,Média,USA
2025,Executivo,Tempo Integral,Data Engineer,333900,USD,333900,US,Presencial,US,Média,USA
2025,Executivo,Tempo Integral,Data Engineer,185500,USD,185500,US,Presencial,US,Média,USA
2025,Junior,Tempo Integral,Data Management Analyst,115000,USD,115000,US,Presencial,US,Média,USA
2025,Junior,Tempo Integral,Data Management Analyst,85000,USD,85000,US,Presencial,US,Média,USA
2025,Sênior,Tempo Integral,Data Manager,140000,USD,140000,US,Presencial,US,Média,USA
2025,Sênior,Tempo Integral,Data Manager,106000,USD,106000,US,Presencial,US,Média,USA
2025,Sênior,Tempo Integral,Manager,165000,USD,165000,US,Presencial,US,Média,USA
2025,Sênior,Tempo Integral,Manager,123000,USD,123000,US,Presencial,US,Média,USA
2025,Junior,Tempo Integral,Data Analyst,52030,USD,52030,US,Presencial,US,Média,USA
2025,Junior,Tempo Integral,Data Analyst,41990,USD,41990,US,Presencial,US,Média,USA
2025,Sênior,Tempo Integral,Data Analyst,172000,USD,172000,US,Presencial,US,Média,USA
2025,Sênior,Tempo Integral,Data Analyst,75600,USD,75600,US,Presencial,US,Média,USA
2025,Pleno,Tempo Integral,Data Engineer,137000,USD,137000,US,Presencial,US,Média,USA
2025,Pleno,Tempo Integral,Data Engineer,60400,USD,60400,US,Presencial,US,Média,USA
2025,Sênior,Tempo Integral,Data Scientist,220000,USD,220000,US,Presencial,US,Média,USA
2025,Sênior,Tempo Integral,Data Scientist,110000,USD,110000,US,Presencial,US,Média,USA
2025,Sênior,Tempo Integral,Data Scientist,286000,USD,286000,US,Presencial,US,Média,USA
2025,Sênior,Tempo Integral,Data Scientist,143000,USD,143000,US,Presencial,US,Média,USA
2025,Sênior,Tempo Integral,Data Scientist,220000,USD,220000,US,Presencial,US,Média,USA
2025,Sênior,Tempo Integral,Data Scientist,96600,USD,96600,US,Presencial,US,Média,USA
2025,Sênior,Tempo Integral,Software Engineer,180000,USD,180000,US,Presencial,US,Média,USA
2025,Sênior,Tempo Integral,Software Engineer,90000,USD,90000,US,Presencial,US,Média,USA
2025,Pleno,Tempo Integral,Machine Learning Engineer,220000,USD,220000,US,Presencial,US,Média,USA
2025,Pleno,Tempo Integral,Machine Learning Engineer,96600,USD,96600,US,Presencial,US,Média,USA
2025,Sênior,Tempo Integral,Architect,120000,USD,120000,US,Presencial,US,Média,USA
2025,Sênior,Tempo Integral,Architect,110000,USD,110000,US,Presencial,US,Média,USA
2025,Sênior,Tempo Integral,Engineer,95000,CAD,67857,CA,Presencial,CA,Média,CAN
2025,Sênior,Tempo Integral,Engineer,85000,CAD,60714,CA,Presencial,CA,Média,CAN
2025,Sênior,Tempo Integral,Manager,150100,USD,150100,US,Presencial,US,Média,USA
2025,Sênior,Tempo Integral,Manager,90100,USD,90100,US,Presencial,US,Média,USA
2025,Sênior,Tempo Integral,Software Engineer,286000,USD,286000,US,Presencial,US,Média,USA
2025,Sênior,Tempo Integral,Software Engineer,110000,USD,110000,US,Presencial,US,Média,USA
2025,Pleno,Tempo Integral,Consultant,118000,USD,118000,US,Presencial,US,Média,USA
2025,Pleno,Tempo Integral,Consultant,95700,USD,95700,US,Presencial,US,Média,USA
2025,Pleno,Tempo Integral,Associate,100000,USD,100000,US,Presencial,US,Média,USA
2025,Pleno,Tempo Integral,Associate,80000,USD,80000,US,Presencial,US,Média,USA
2025,Sênior,Tempo Integral,Statistician,193000,USD,193000,US,Presencial,US,Média,USA
2025,Sênior,Tempo Integral,Statistician,84600,USD,84600,US,Presencial,US,Média,USA
2025,Pleno,Tempo Integral,Engineer,150400,USD,150400,US,Presencial,US,Média,USA
2025,Pleno,Tempo Integral,Engineer,86600,USD,86600,US,Presencial,US,Média,USA
2025,Sênior,Tempo Integral,Machine Learning Engineer,221000,USD,221000,US,Presencial,US,Média,USA
2025,Sênior,Tempo Integral,Machine Learning Engineer,136000,USD,136000,US,Presencial,US,Média,USA
2025,Pleno,Tempo Integral,Machine Learning Engineer,223600,USD,223600,US,Presencial,US,Grande,USA
2025,Pleno,Tempo Integral,Machine Learning Engineer,129300,USD,129300,US,Presencial,US,Grande,USA
2025,Sênior,Tempo Integral,Data Engineer,239200,USD,239200,US,Presencial,US,Média,USA
2025,Sênior,Tempo Integral,Data Engineer,140700,USD,140700,US,Presencial,US,Média,USA
2025,Sênior,Tempo Integral,Data Engineer,165000,USD,165000,US,Presencial,US,Média,USA
2025,Sênior,Tempo Integral,Data Engineer,135000,USD,135000,US,Presencial,US,Média,USA
2025,Sênior,Tempo Integral,Machine Learning Engineer,210250,USD,210250,US,Presencial,US,Média,USA
2025,Sênior,Tempo Integral,Machine Learning Engineer,166000,USD,166000,US,Presencial,US,Média,USA
2025,Sênior,Tempo Integral,Software Engineer,261500,USD,261500,US,Presencial,US,Grande,USA
2025,Sênior,Tempo Integral,Software Engineer,151300,USD,151300,US,Presencial,US,Grande,USA
2025,Sênior,Tempo Integral,Software Engineer,261500,USD,261500,US,Presencial,US,Grande,USA
2025,Sênior,Tempo Integral,Software Engineer,151300,USD,151300,US,Presencial,US,Grande,USA
2025,Sênior,Tempo Integral,Manager,227900,USD,227900,US,Presencial,US,Média,USA
2025,Sênior,Tempo Integral,Manager,157100,USD,157100,US,Presencial,US,Média,USA
2025,Pleno,Tempo Integral,Data Scientist,110000,USD,110000,US,Presencial,US,Média,USA
2025,Pleno,Tempo Integral,Data Scientist,73500,USD,73500,US,Presencial,US,Média,USA
2025,Pleno,Tempo Integral,Data Scientist,212800,USD,212800,US,Presencial,US,Grande,USA
2025,Pleno,Tempo Integral,Data Scientist,125500,USD,125500,US,Presencial,US,Grande,USA
2025,Sênior,Tempo Integral,Engineer,185000,USD,185000,US,Presencial,US,Grande,USA
2025,Sênior,Tempo Integral,Engineer,105100,USD,105100,US,Presencial,US,Grande,USA
2025,Sênior,Tempo Integral,Software Engineer,264000,USD,264000,US,Presencial,US,Média,USA
2025,Sênior,Tempo Integral,Software Engineer,228500,USD,228500,US,Presencial,US,Média,USA
2025,Sênior,Tempo Integral,Engineer,210000,USD,210000,US,Presencial,US,Média,USA
2025,Sênior,Tempo Integral,Engineer,147000,USD,147000,US,Presencial,US,Média,USA
2025,Pleno,Tempo Integral,Engineer,450000,USD,450000,US,Presencial,US,Média,USA
2025,Pleno,Tempo Integral,Engineer,300000,USD,300000,US,Presencial,US,Média,USA
2025,Sênior,Tempo Integral,Solutions Architect,247300,USD,247300,US,Remoto,US,Média,USA
2025,Sênior,Tempo Integral,Solutions Architect,161300,USD,161300,US,Remoto,US,Média,USA
2025,Sênior,Tempo Integral,Engineer,202800,USD,202800,US,Presencial,US,Grande,USA
2025,Sênior,Tempo Integral,Engineer,117300,USD,117300,US,Presencial,US,Grande,USA
2025,Sênior,Tempo Integral,Developer Advocate,204200,USD,204200,US,Presencial,US,Média,USA
2025,Sênior,Tempo Integral,Developer Advocate,115400,USD,115400,US,Presencial,US,Média,USA
2025,Sênior,Tempo Integral,Engineer,247600,USD,247600,US,Remoto,US,Grande,USA
2025,Sênior,Tempo Integral,Engineer,143300,USD,143300,US,Remoto,US,Grande,USA
2025,Sênior,Tempo Integral,Data Manager,140000,USD,140000,US,Remoto,US,Média,USA
2025,Sênior,Tempo Integral,Data Manager,100000,USD,100000,US,Remoto,US,Média,USA
2025,Sênior,Tempo Integral,Data Scientist,212200,USD,212200,US,Remoto,US,Média,USA
2025,Sênior,Tempo Integral,Data Scientist,180370,USD,180370,US,Remoto,US,Média,USA
2025,Pleno,Tempo Integral,Data Scientist,189600,USD,189600,US,Remoto,US,Média,USA
2025,Pleno,Tempo Integral,Data Scientist,118500,USD,118500,US,Remoto,US,Média,USA
2025,Pleno,Tempo Integral,Data Scientist,210000,USD,210000,US,Presencial,US,Média,USA
2025,Pleno,Tempo Integral,Data Scientist,175000,USD,175000,US,Presencial,US,Média,USA
2025,Sênior,Tempo Integral,Data Scientist,254000,USD,254000,US,Presencial,US,Média,USA
2025,Sênior,Tempo Integral,Data Scientist,132000,USD,132000,US,Presencial,US,Média,USA
2025,Sênior,Tempo Integral,Data Scientist,175000,USD,175000,US,Remoto,US,Média,USA
2025,Sênior,Tempo Integral,Data Scientist,115000,USD,115000,US,Remoto,US,Média,USA
2025,Sênior,Tempo Integral,Data Scientist,160000,USD,160000,US,Remoto,US,Média,USA
2025,Sênior,Tempo Integral,Data Scientist,100000,USD,100000,US,Remoto,US,Média,USA
2025,Sênior,Tempo Integral,Data Scientist,175000,USD,175000,US,Presencial,US,Média,USA
